 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   3    3        6  99    0.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  14   14       37  94    0.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       10  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4        8  99    0.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30       76  90    1.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  84   85      239  74    3.34   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  59   60      165  85    2.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   96      278  82    5.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  77   77      282  84    6.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  26   27      243  88    5.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    5       85  98    1.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  59   59      616  74   13.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   62      571  64   14.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 170  172      600  72    4.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 136  135      540  76    6.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   70      588  64   18.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  95   96      531  55   25.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  125      342  80    7.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 101  101      352  83    5.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 148  150      610  68   15.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 147  147      462  72   12.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 170  171      642  56   15.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 108  109      311  93    3.24   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 142  142      474  59   15.41   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 137  138      414  86    5.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100   99      397  78    3.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 116  116      412  81    3.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  78   78      299  87    2.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 144  145      385  73    5.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   98      211  90    2.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 102  103      279  90    3.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  95   95      252  85    3.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  112      368  83    5.99   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  111      268  84    3.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 109  110      227  91    2.94   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  119      297  88    3.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      275  91    5.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   33      240  92    5.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   36      267  92    5.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   38      276  88    5.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   34      294  87    6.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   48      419  64   15.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  128      410  69   11.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 132  133      431  69   10.39   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 109  109      265  86    4.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 118  118      310  85    3.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 137  138      352  77    6.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 133  134      466  69    6.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 122  124      320  63   10.86   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  123      368  60   11.90   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 134  134      391  60    7.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 156  157      394  49   11.42   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 132  133      486  63    7.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 204  207      684  46   17.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 124  126      467  67    8.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   93      397  51   27.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100  102      503  64    7.77   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 153  155      515  52    5.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  92   93      398  74    3.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  118      402  71    2.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 122  123      393  69    2.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  130      361  72    2.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 124  124      346  71    2.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 122  122      441  74    3.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  131      344  75    2.84   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  111      485  78    4.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  49   48      426  80    6.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  58   59      530  66   11.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  66   66      640  68   15.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      482  85    7.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  53   52      587  63   14.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      535  61   12.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   36      425  85    6.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   39      457  84    6.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      461  76   10.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  77   76      485  84    8.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 101  102      430  70    8.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   97      415  86    2.99   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  88   88      396  84    3.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   98      307  72    2.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 108  109      443  72    3.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  92   93      495  72    3.70   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 109  109      439  66    3.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 105  105      437  68    3.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  85   85      337  72    1.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  119      388  64    2.66   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 125  125      409  63    3.41   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  112      340  69    2.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  111      325  69    2.41   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 137  138      378  65    2.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 127  128      446  73    2.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  121      476  73    2.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      306  70    2.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  129      447  74    3.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 107  108      318  77    3.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   37      371  82    5.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  26   27      401  87    7.37   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      368  82    7.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  39   39      522  78   14.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      454  81    7.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      425  86    6.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      445  86    6.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   42      522  70   10.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      530  78    9.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   33      421  86    6.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   33      433  81    6.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   49      394  69    7.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 161  163      453  78    8.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 148  148      411  67   10.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  73   74      147  97    1.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  112      253  83    5.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  77   78      212  91    3.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  83   83      209  89    4.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  75   75      164  95    2.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  84   84      221  90    4.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  97   98      206  91    4.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  88   88      220  90    3.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  82   82      212  91    3.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 104  104      247  88    4.94   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 139  140      433  72    9.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 123  123      372  82    6.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  90   90      222  91    3.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  92   92      297  88    5.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 162  163      486  69   10.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 193  195      668  59   17.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 174  175      577  63   15.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 159  159      555  70   14.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 124  124      503  80    8.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   54      201  90    1.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 138  137      590  80    4.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  99   99      438  83    3.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  110      481  82    4.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      536  72    7.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 101  101      359  80    3.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  98   98      380  79    2.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  83   84      309  71    2.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  81   81      391  76    2.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   91      343  70    2.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  87   88      306  70    2.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  78   78      288  73    2.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  93   94      315  73    2.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   97      287  67    2.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 106  107      297  65    2.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 116  118      315  64    2.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   98      300  69    2.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  133      338  66    5.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  78   78      491  63   20.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  28   29      245  95    3.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   36      278  88    6.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   38      291  89    5.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   50      478  68   12.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   43      458  80    6.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  41   41      453  80    9.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  56   55      582  79   13.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   38      492  84    9.99   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      501  63   18.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      478  71   13.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      483  79    8.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   39      461  84    7.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   41      443  78    7.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      466  76    7.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      428  77    9.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   42      530  69   10.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   45      529  69   11.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   42      517  71   10.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   44      499  63    9.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   33      438  68    5.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   40      341  62    5.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   31      350  76    5.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30      347  71    5.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  37   36      379  68    6.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   44      421  60    7.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   42      480  65    7.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   47      504  68    8.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   53      410  66    7.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   47      453  72    7.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 133  133      474  73    5.57   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 149  150      456  71    3.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 125  124      354  73    3.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  130      348  77    2.77   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 127  128      440  75    3.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  117      361  80    3.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  117      307  84    3.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100   99      317  86    3.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  97   98      302  87    3.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 115  114      424  86    3.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 111  112      442  84    3.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 101  101      472  85    3.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  86   87      440  86    3.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 101  100      425  85    3.84   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 100  102      406  77    3.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  95   94      379  75    3.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  93   94      346  73    3.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  94   94      471  72    3.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  85   86      412  70    2.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   94      420  71    2.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   90      320  70    2.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  93   93      411  69    2.42   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 105  106      394  70    2.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 112  112      327  68    2.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   97      409  72    3.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 118  118      422  71    3.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      458  70    3.80   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 127  127      440  61    8.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 166  167      611  72    5.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      367  79    4.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 141  141      397  71   10.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 111  111      293  82    5.89   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   76      159  97    1.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   70      264  87    9.73   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  72   72      323  75   12.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      297  85   13.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  48   49      370  71   16.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      313  80   11.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      324  84   13.77   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  27   27      194  95    3.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30      210  95    4.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   45      343  74   14.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  132      431  60   10.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   76      195  92    2.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  85   85      174  93    1.90   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  85   85      176  91    2.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  79   79      200  90    1.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  78   77      182  94    2.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  77   77      201  90    2.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  75   75      160  95    1.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   76      153  97    1.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   96      270  82    4.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 143  145      422  60    7.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 139  140      481  58    4.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  119      420  68    3.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  130      448  68    2.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 114  115      638  44   22.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 190  191      552  58   11.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  130      466  76    3.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      438  73    4.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  126      515  78    3.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  120      479  78    4.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 123  123      454  78    4.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  119      460  77    4.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 105  105      431  82    5.57   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   88      356  85    4.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 146  146      631  82    4.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   54      182  86    1.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  57   58      152  92    1.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       65 100    0.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  113      476  83    3.42   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   90      295  72    3.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  83   84      310  73    2.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  78   77      312  73    1.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  75   75      292  73    2.03   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  74   75      281  72    2.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
